Datetime,Temperature,Dew Point,GHI,Pressure,Relative Humidity,Precipitable Water
2022-01-01 00:00:00,-1.1,-1.8,0,1014,94.79,0.8
2022-01-01 01:00:00,-1.2000000000000002,-1.8,0,1014,95.74,0.9
2022-01-01 02:00:00,-1.1,-1.7000000000000002,0,1015,95.45,0.9
2022-01-01 03:00:00,-1.1,-1.7000000000000002,0,1015,95.93,1.0
2022-01-01 04:00:00,-1.2000000000000002,-1.6,0,1014,96.88,1.0
2022-01-01 05:00:00,-1.2000000000000002,-1.5,0,1014,97.76,1.0
2022-01-01 06:00:00,-1.1,-1.3,0,1014,98.53,1.1
2022-01-01 07:00:00,-0.9,-1.1,0,1014,98.51,1.1
2022-01-01 08:00:00,-0.6000000000000001,-0.8,0,1014,98.51,1.1
2022-01-01 09:00:00,0.0,-0.2,40,1013,98.32,1.1
2022-01-01 10:00:00,0.5,0.3,73,1013,98.23,1.2000000000000002
2022-01-01 11:00:00,0.9,0.7000000000000001,31,1012,98.71,1.2000000000000002
2022-01-01 12:00:00,1.3,1.2000000000000002,320,1011,99.02,1.3
2022-01-01 13:00:00,1.7000000000000002,1.6,311,1011,99.11,1.3
2022-01-01 14:00:00,2.0,1.9,37,1010,99.09,1.2000000000000002
2022-01-01 15:00:00,2.1,2.0,29,1010,99.32,1.2000000000000002
2022-01-01 16:00:00,2.0,2.0,8,1009,99.87,1.2000000000000002
2022-01-01 17:00:00,2.1,2.1,0,1008,99.79,1.3
2022-01-01 18:00:00,2.1,2.0,0,1008,99.47,1.6
2022-01-01 19:00:00,1.9,1.9,0,1008,99.85,1.7000000000000002
2022-01-01 20:00:00,1.9,1.8,0,1007,99.08,1.8
2022-01-01 21:00:00,1.8,1.7000000000000002,0,1006,99.05,1.9
2022-01-01 22:00:00,1.8,1.6,0,1005,98.82,1.9
2022-01-01 23:00:00,1.8,1.6,0,1004,98.75,1.9
2022-01-02 00:00:00,2.0,1.8,0,1003,98.64,1.9
2022-01-02 01:00:00,1.9,1.7000000000000002,0,1003,98.85,1.8
2022-01-02 02:00:00,1.5,1.4,0,1003,99.32,1.8
2022-01-02 03:00:00,1.4,1.2000000000000002,0,1002,98.74,1.8
2022-01-02 04:00:00,1.3,1.1,0,1002,98.68,1.8
2022-01-02 05:00:00,1.3,1.0,0,1001,98.1,1.8
2022-01-02 06:00:00,1.3,1.1,0,1001,98.43,1.8
2022-01-02 07:00:00,1.3,1.1,0,1000,98.57,1.8
2022-01-02 08:00:00,1.4,1.1,0,1000,98.19,1.9
2022-01-02 09:00:00,1.3,1.1,19,1001,98.36,1.9
2022-01-02 10:00:00,1.1,0.6000000000000001,34,1000,96.47,1.8
2022-01-02 11:00:00,0.4,-0.3,5,1000,95.08,1.7000000000000002
2022-01-02 12:00:00,-0.3,-1.3,39,999,92.92,1.7000000000000002
2022-01-02 13:00:00,-0.7000000000000001,-2.0,29,998,90.6,1.7000000000000002
2022-01-02 14:00:00,-0.9,-2.4000000000000004,103,998,89.8,1.7000000000000002
2022-01-02 15:00:00,-1.0,-2.5,86,999,89.45,1.6
2022-01-02 16:00:00,-1.1,-2.6,14,998,89.58,1.5
2022-01-02 17:00:00,-1.2000000000000002,-2.7,0,998,89.41,1.5
2022-01-02 18:00:00,-1.5,-3.0,0,999,89.22,1.4
2022-01-02 19:00:00,-2.1,-3.8,0,1000,88.33,1.3
2022-01-02 20:00:00,-2.7,-4.5,0,1001,87.16,1.2000000000000002
2022-01-02 21:00:00,-3.0,-5.0,0,1001,86.34,1.1
2022-01-02 22:00:00,-3.2,-5.300000000000001,0,1002,85.51,1.0
2022-01-02 23:00:00,-3.6,-5.800000000000001,0,1003,84.78,0.9
2022-01-03 00:00:00,-4.2,-6.5,0,1004,84.2,0.9
2022-01-03 01:00:00,-4.7,-7.1000000000000005,0,1005,83.34,0.8
2022-01-03 02:00:00,-5.1000000000000005,-7.7,0,1007,81.99,0.7000000000000001
2022-01-03 03:00:00,-5.6000000000000005,-8.4,0,1008,80.52,0.5
2022-01-03 04:00:00,-6.2,-9.2,0,1010,79.41,0.4
2022-01-03 05:00:00,-6.9,-9.8,0,1012,79.67,0.3
2022-01-03 06:00:00,-7.7,-10.5,0,1013,80.41,0.3
2022-01-03 07:00:00,-8.3,-11.0,0,1014,80.83,0.2
2022-01-03 08:00:00,-8.6,-11.3,0,1016,80.72,0.2
2022-01-03 09:00:00,-8.200000000000001,-11.3,29,1017,78.05,0.2
2022-01-03 10:00:00,-8.0,-11.6,33,1018,75.16,0.2
2022-01-03 11:00:00,-7.9,-11.9,33,1018,72.73,0.2
2022-01-03 12:00:00,-7.9,-12.1,47,1018,72.03,0.2
2022-01-03 13:00:00,-8.0,-12.2,93,1017,72.04,0.2
2022-01-03 14:00:00,-8.1,-12.1,29,1019,72.8,0.3
2022-01-03 15:00:00,-8.5,-12.1,46,1019,75.06,0.3
2022-01-03 16:00:00,-9.2,-12.2,32,1019,78.66,0.3
2022-01-03 17:00:00,-9.7,-12.3,0,1020,81.26,0.3
2022-01-03 18:00:00,-9.8,-12.4,0,1020,81.15,0.3
2022-01-03 19:00:00,-9.9,-12.5,0,1020,81.09,0.3
2022-01-03 20:00:00,-10.0,-12.7,0,1020,80.75,0.3
2022-01-03 21:00:00,-10.1,-12.7,0,1020,81.35000000000001,0.3
2022-01-03 22:00:00,-9.9,-12.5,0,1019,81.12,0.3
2022-01-03 23:00:00,-9.7,-12.3,0,1018,81.31,0.3
2022-01-04 00:00:00,-9.7,-12.1,0,1018,82.56,0.3
2022-01-04 01:00:00,-9.7,-12.0,0,1017,83.36,0.4
2022-01-04 02:00:00,-9.7,-11.8,0,1017,84.38,0.4
2022-01-04 03:00:00,-9.6,-11.7,0,1017,84.79,0.4
2022-01-04 04:00:00,-9.5,-11.5,0,1016,85.59,0.4
2022-01-04 05:00:00,-9.3,-11.3,0,1017,85.51,0.3
2022-01-04 06:00:00,-8.9,-11.1,0,1017,83.79,0.3
2022-01-04 07:00:00,-8.8,-11.1,0,1017,83.22,0.3
2022-01-04 08:00:00,-8.8,-11.3,0,1017,82.04,0.3
2022-01-04 09:00:00,-8.8,-11.5,23,1018,80.8,0.3
2022-01-04 10:00:00,-8.700000000000001,-11.7,4,1018,78.88,0.3
2022-01-04 11:00:00,-8.6,-12.0,60,1018,76.67,0.3
2022-01-04 12:00:00,-8.700000000000001,-12.3,67,1018,75.03,0.3
2022-01-04 13:00:00,-8.8,-12.7,358,1018,73.25,0.3
2022-01-04 14:00:00,-8.9,-13.1,300,1019,71.62,0.3
2022-01-04 15:00:00,-9.1,-13.3,198,1019,71.28,0.3
2022-01-04 16:00:00,-9.9,-13.6,73,1020,74.17,0.3
2022-01-04 17:00:00,-10.5,-13.5,0,1020,78.76,0.3
2022-01-04 18:00:00,-10.4,-13.1,0,1020,80.83,0.4
2022-01-04 19:00:00,-10.2,-12.7,0,1021,82.09,0.4
2022-01-04 20:00:00,-10.0,-12.3,0,1021,83.09,0.5
2022-01-04 21:00:00,-9.8,-11.9,0,1022,84.37,0.5
2022-01-04 22:00:00,-9.8,-11.6,0,1022,86.55,0.5
2022-01-04 23:00:00,-9.7,-11.4,0,1022,87.21000000000001,0.6000000000000001
2022-01-05 00:00:00,-9.7,-11.3,0,1022,88.07000000000001,0.6000000000000001
2022-01-05 01:00:00,-9.7,-11.2,0,1022,88.86,0.6000000000000001
2022-01-05 02:00:00,-9.6,-11.0,0,1022,89.38,0.7000000000000001
2022-01-05 03:00:00,-9.3,-10.8,0,1022,89.10000000000001,0.7000000000000001
2022-01-05 04:00:00,-8.8,-10.4,0,1021,88.41,0.8
2022-01-05 05:00:00,-8.1,-9.8,0,1021,87.61,0.8
2022-01-05 06:00:00,-7.6,-9.1,0,1021,88.8,0.9
2022-01-05 07:00:00,-7.1000000000000005,-8.200000000000001,0,1020,91.67,0.9
2022-01-05 08:00:00,-6.300000000000001,-7.2,0,1020,93.18,0.9
2022-01-05 09:00:00,-5.1000000000000005,-6.2,24,1019,92.09,1.0
2022-01-05 10:00:00,-4.0,-5.0,17,1018,92.99,1.0
2022-01-05 11:00:00,-2.6,-3.6,65,1016,92.73,0.9
2022-01-05 12:00:00,-1.0,-2.1,68,1015,92.11,0.8
2022-01-05 13:00:00,0.2,-1.0,43,1014,91.62,0.9
2022-01-05 14:00:00,0.9,-0.2,12,1013,92.26,1.0
2022-01-05 15:00:00,1.4,0.3,44,1012,92.48,1.2000000000000002
2022-01-05 16:00:00,1.7000000000000002,0.8,20,1011,93.56,1.3
2022-01-05 17:00:00,2.2,1.4,0,1010,94.33,1.5
2022-01-05 18:00:00,2.8000000000000003,2.0,0,1008,94.69,1.6
2022-01-05 19:00:00,3.4000000000000004,2.8000000000000003,0,1007,95.68,1.7000000000000002
2022-01-05 20:00:00,3.9,3.5,0,1005,96.98,1.8
2022-01-05 21:00:00,4.0,3.8,0,1004,98.62,1.9
2022-01-05 22:00:00,4.1000000000000005,3.9,0,1003,98.37,1.9
2022-01-05 23:00:00,4.1000000000000005,3.9,0,1003,98.85,2.0
2022-01-06 00:00:00,4.1000000000000005,4.0,0,1002,99.34,2.0
2022-01-06 01:00:00,4.1000000000000005,4.1000000000000005,0,1001,99.86,2.0
2022-01-06 02:00:00,4.1000000000000005,4.1000000000000005,0,1000,100.0,2.0
2022-01-06 03:00:00,4.3,4.3,0,998,99.99,2.0
2022-01-06 04:00:00,4.1000000000000005,4.1000000000000005,0,997,100.0,2.0
2022-01-06 05:00:00,3.3000000000000003,3.3000000000000003,0,996,100.0,1.9
2022-01-06 06:00:00,2.7,2.7,0,995,99.93,1.8
2022-01-06 07:00:00,2.2,2.1,0,994,99.62,1.7000000000000002
2022-01-06 08:00:00,1.7000000000000002,1.6,0,994,99.46,1.5
2022-01-06 09:00:00,1.0,0.9,7,994,99.34,1.3
2022-01-06 10:00:00,0.8,0.5,86,996,98.16,1.0
2022-01-06 11:00:00,0.7000000000000001,0.3,291,997,97.5,0.9
2022-01-06 12:00:00,0.7000000000000001,0.0,48,997,95.08,0.8
