Datetime,Temperature,Dew Point,GHI,Pressure,Relative Humidity,Precipitable Water
2023-01-01 00:00:00,2.2,2.1,0,1006,99.09,2.3000000000000003
2023-01-01 01:00:00,2.3000000000000003,2.1,0,1005,98.55,2.3000000000000003
2023-01-01 02:00:00,2.4000000000000004,2.2,0,1004,98.43,2.3000000000000003
2023-01-01 03:00:00,2.1,1.9,0,1003,98.33,2.3000000000000003
2023-01-01 04:00:00,1.6,1.5,0,1002,99.26,2.3000000000000003
2023-01-01 05:00:00,1.6,1.6,0,1000,99.66,2.3000000000000003
2023-01-01 06:00:00,1.7000000000000002,1.6,0,1000,99.2,2.3000000000000003
2023-01-01 07:00:00,1.6,1.5,0,999,99.53,2.3000000000000003
2023-01-01 08:00:00,1.5,1.4,0,998,99.04,2.3000000000000003
2023-01-01 09:00:00,1.3,1.2000000000000002,10,998,99.1,2.2
2023-01-01 10:00:00,1.2000000000000002,1.0,4,997,98.74,2.2
2023-01-01 11:00:00,1.1,0.9,33,996,98.89,2.2
2023-01-01 12:00:00,0.9,0.7000000000000001,7,995,98.46,2.1
2023-01-01 13:00:00,0.8,0.6000000000000001,28,995,98.4,2.0
2023-01-01 14:00:00,0.8,0.5,4,995,97.79,1.9
2023-01-01 15:00:00,0.8,0.4,4,997,97.12,1.8
2023-01-01 16:00:00,0.6000000000000001,0.2,8,998,97.04,1.6
2023-01-01 17:00:00,0.4,0.0,0,1000,96.84,1.5
2023-01-01 18:00:00,0.3,-0.3,0,1001,95.97,1.4
2023-01-01 19:00:00,0.2,-0.5,0,1003,94.83,1.3
2023-01-01 20:00:00,0.0,-0.8,0,1004,94.2,1.2000000000000002
2023-01-01 21:00:00,-0.1,-1.2000000000000002,0,1004,92.56,1.1
2023-01-01 22:00:00,-0.3,-1.5,0,1005,91.6,1.0
2023-01-01 23:00:00,-0.5,-1.8,0,1006,91.02,0.9
2023-01-02 00:00:00,-0.9,-2.1,0,1006,91.33,0.8
2023-01-02 01:00:00,-1.3,-2.5,0,1007,91.72,0.8
2023-01-02 02:00:00,-1.7000000000000002,-2.7,0,1008,92.87,0.7000000000000001
2023-01-02 03:00:00,-2.0,-2.9000000000000004,0,1008,93.34,0.7000000000000001
2023-01-02 04:00:00,-2.5,-3.3000000000000003,0,1009,94.52,0.7000000000000001
2023-01-02 05:00:00,-2.6,-3.5,0,1009,93.72,0.7000000000000001
2023-01-02 06:00:00,-2.5,-3.7,0,1010,91.78,0.7000000000000001
2023-01-02 07:00:00,-2.9000000000000004,-4.2,0,1011,91.01,0.7000000000000001
2023-01-02 08:00:00,-2.9000000000000004,-4.4,0,1011,89.23,0.7000000000000001
2023-01-02 09:00:00,-1.9,-3.9,13,1012,86.06,0.7000000000000001
2023-01-02 10:00:00,-1.3,-4.1000000000000005,39,1012,81.19,0.6000000000000001
2023-01-02 11:00:00,-0.9,-4.7,62,1013,75.3,0.6000000000000001
2023-01-02 12:00:00,-0.7000000000000001,-4.9,56,1013,73.08,0.7000000000000001
2023-01-02 13:00:00,-0.5,-4.800000000000001,39,1013,72.73,0.7000000000000001
2023-01-02 14:00:00,-0.5,-4.5,14,1013,74.33,0.7000000000000001
2023-01-02 15:00:00,-0.7000000000000001,-4.1000000000000005,6,1013,78.0,0.7000000000000001
2023-01-02 16:00:00,-1.3,-4.1000000000000005,8,1013,81.22,0.8
2023-01-02 17:00:00,-1.8,-4.2,0,1014,83.48,0.8
2023-01-02 18:00:00,-2.0,-4.3,0,1014,84.41,0.8
2023-01-02 19:00:00,-2.1,-4.5,0,1015,83.83,0.9
2023-01-02 20:00:00,-2.6,-4.9,0,1015,84.10000000000001,0.8
2023-01-02 21:00:00,-3.1,-5.4,0,1016,84.18,0.8
2023-01-02 22:00:00,-3.6,-5.800000000000001,0,1016,84.47,0.8
2023-01-02 23:00:00,-3.9,-6.1000000000000005,0,1016,84.42,0.8
2023-01-03 00:00:00,-4.0,-6.2,0,1017,84.37,0.8
2023-01-03 01:00:00,-4.0,-6.2,0,1017,84.5,0.8
2023-01-03 02:00:00,-3.9,-6.1000000000000005,0,1017,84.68,0.8
2023-01-03 03:00:00,-3.8,-5.9,0,1017,85.14,0.8
2023-01-03 04:00:00,-3.8,-5.7,0,1016,86.55,0.8
2023-01-03 05:00:00,-3.6,-5.300000000000001,0,1017,88.28,0.8
2023-01-03 06:00:00,-3.4000000000000004,-4.7,0,1017,90.82,0.8
2023-01-03 07:00:00,-3.1,-4.2,0,1017,92.04,0.8
2023-01-03 08:00:00,-2.3000000000000003,-3.6,0,1017,90.69,0.9
2023-01-03 09:00:00,-1.2000000000000002,-2.6,22,1017,90.04,0.9
2023-01-03 10:00:00,-0.5,-1.9,34,1018,90.11,0.9
2023-01-03 11:00:00,0.0,-1.3,39,1017,90.63,1.0
2023-01-03 12:00:00,0.3,-0.9,85,1016,91.86,1.0
2023-01-03 13:00:00,0.7000000000000001,-0.4,85,1015,92.11,1.0
2023-01-03 14:00:00,0.9,0.0,123,1015,93.47,0.9
2023-01-03 15:00:00,0.8,0.2,102,1014,95.43,0.9
2023-01-03 16:00:00,-0.1,-0.3,12,1013,98.41,0.9
2023-01-03 17:00:00,-0.3,-0.3,0,1014,99.69,0.9
2023-01-03 18:00:00,-0.2,-0.2,0,1014,99.97,0.9
2023-01-03 19:00:00,-0.1,-0.2,0,1013,99.59,0.9
2023-01-03 20:00:00,-0.1,-0.2,0,1012,99.2,1.0
2023-01-03 21:00:00,-0.2,-0.4,0,1012,98.59,1.0
2023-01-03 22:00:00,-0.3,-0.5,0,1011,98.4,1.0
2023-01-03 23:00:00,-0.4,-0.6000000000000001,0,1010,98.32,1.1
2023-01-04 00:00:00,-0.5,-0.7000000000000001,0,1010,98.44,1.2000000000000002
2023-01-04 01:00:00,-0.6000000000000001,-0.8,0,1009,98.56,1.2000000000000002
2023-01-04 02:00:00,-0.6000000000000001,-0.8,0,1009,98.54,1.3
2023-01-04 03:00:00,-0.5,-0.8,0,1008,97.95,1.3
2023-01-04 04:00:00,-0.4,-0.7000000000000001,0,1008,97.63,1.3
2023-01-04 05:00:00,-0.3,-0.7000000000000001,0,1008,97.35,1.3
2023-01-04 06:00:00,-0.2,-0.6000000000000001,0,1008,97.32,1.3
2023-01-04 07:00:00,0.0,-0.4,0,1008,96.99,1.3
2023-01-04 08:00:00,0.2,-0.3,0,1008,96.78,1.2000000000000002
2023-01-04 09:00:00,0.6000000000000001,0.0,33,1008,95.73,1.2000000000000002
2023-01-04 10:00:00,0.8,0.2,205,1008,95.51,1.2000000000000002
2023-01-04 11:00:00,1.0,0.3,121,1007,95.38,1.3
2023-01-04 12:00:00,1.1,0.5,144,1007,95.6,1.3
2023-01-04 13:00:00,1.1,0.5,182,1008,95.48,1.3
2023-01-04 14:00:00,1.1,0.3,284,1009,94.51,1.2000000000000002
2023-01-04 15:00:00,0.9,0.0,83,1010,93.64,1.1
2023-01-04 16:00:00,0.2,-1.0,35,1011,91.78,1.0
2023-01-04 17:00:00,-0.4,-2.2,0,1012,87.89,0.8
2023-01-04 18:00:00,-1.1,-3.3000000000000003,0,1014,85.05,0.7000000000000001
2023-01-04 19:00:00,-1.8,-4.4,0,1015,82.25,0.6000000000000001
2023-01-04 20:00:00,-2.5,-5.6000000000000005,0,1016,79.41,0.5
2023-01-04 21:00:00,-3.5,-6.9,0,1017,77.21000000000001,0.4
2023-01-04 22:00:00,-4.2,-8.200000000000001,0,1018,73.55,0.4
2023-01-04 23:00:00,-4.7,-8.9,0,1019,72.55,0.4
2023-01-05 00:00:00,-5.1000000000000005,-9.3,0,1020,72.53,0.4
2023-01-05 01:00:00,-5.2,-9.3,0,1021,72.79,0.4
2023-01-05 02:00:00,-5.2,-9.3,0,1021,73.12,0.4
2023-01-05 03:00:00,-5.2,-9.2,0,1021,73.53,0.4
2023-01-05 04:00:00,-5.2,-9.2,0,1022,73.47,0.5
2023-01-05 05:00:00,-5.2,-9.1,0,1022,74.0,0.5
2023-01-05 06:00:00,-5.1000000000000005,-9.0,0,1022,74.33,0.6000000000000001
2023-01-05 07:00:00,-5.0,-8.9,0,1022,74.21000000000001,0.6000000000000001
2023-01-05 08:00:00,-4.800000000000001,-8.700000000000001,0,1022,74.37,0.7000000000000001
2023-01-05 09:00:00,-4.4,-8.5,25,1023,72.99,0.7000000000000001
2023-01-05 10:00:00,-4.1000000000000005,-8.3,30,1023,72.39,0.8
2023-01-05 11:00:00,-3.8,-8.0,10,1022,72.85000000000001,0.8
2023-01-05 12:00:00,-3.4000000000000004,-7.800000000000001,11,1022,71.5,0.8
2023-01-05 13:00:00,-3.3000000000000003,-7.6,33,1022,71.93,0.8
2023-01-05 14:00:00,-3.3000000000000003,-7.4,41,1022,73.02,0.9
2023-01-05 15:00:00,-3.4000000000000004,-7.300000000000001,49,1022,74.35000000000001,0.9
2023-01-05 16:00:00,-3.7,-7.300000000000001,26,1022,76.08,1.0
2023-01-05 17:00:00,-3.8,-7.2,0,1022,77.07000000000001,1.0
2023-01-05 18:00:00,-3.6,-7.0,0,1022,77.21000000000001,1.0
2023-01-05 19:00:00,-3.5,-6.800000000000001,0,1022,77.9,1.0
2023-01-05 20:00:00,-3.4000000000000004,-6.6000000000000005,0,1021,78.25,1.0
2023-01-05 21:00:00,-3.4000000000000004,-6.5,0,1020,79.23,0.9
2023-01-05 22:00:00,-3.4000000000000004,-6.300000000000001,0,1020,80.38,0.9
2023-01-05 23:00:00,-3.3000000000000003,-6.0,0,1019,81.32000000000001,0.9
2023-01-06 00:00:00,-3.1,-5.7,0,1019,81.96000000000001,1.0
2023-01-06 01:00:00,-3.2,-5.6000000000000005,0,1018,83.54,1.0
2023-01-06 02:00:00,-3.4000000000000004,-5.7,0,1018,84.27,1.0
2023-01-06 03:00:00,-3.1,-5.5,0,1017,83.53,1.0
2023-01-06 04:00:00,-2.9000000000000004,-5.4,0,1017,83.15,1.0
2023-01-06 05:00:00,-2.9000000000000004,-5.2,0,1017,84.19,1.0
2023-01-06 06:00:00,-2.8000000000000003,-5.1000000000000005,0,1017,84.4,1.0
2023-01-06 07:00:00,-2.8000000000000003,-4.9,0,1017,85.48,1.0
2023-01-06 08:00:00,-2.5,-4.6000000000000005,0,1017,85.35000000000001,1.0
2023-01-06 09:00:00,-1.7000000000000002,-4.3,95,1017,82.5,1.0
2023-01-06 10:00:00,-1.3,-4.4,55,1017,79.66,1.0
2023-01-06 11:00:00,-1.1,-4.3,93,1016,78.62,1.0
2023-01-06 12:00:00,-1.0,-4.3,106,1016,78.26,1.0
2023-01-06 13:00:00,-1.0,-4.3,122,1015,78.37,1.0
2023-01-06 14:00:00,-1.1,-4.2,64,1015,79.2,1.0
2023-01-06 15:00:00,-1.3,-4.2,45,1015,80.49,1.0
2023-01-06 16:00:00,-1.9,-4.4,24,1015,83.26,1.0
2023-01-06 17:00:00,-2.2,-4.5,0,1015,84.19,1.0
2023-01-06 18:00:00,-2.2,-4.5,0,1015,83.94,1.0
2023-01-06 19:00:00,-2.3000000000000003,-4.6000000000000005,0,1015,84.04,1.0
2023-01-06 20:00:00,-2.5,-4.800000000000001,0,1015,84.37,1.0
2023-01-06 21:00:00,-2.4000000000000004,-4.800000000000001,0,1014,83.69,1.0
2023-01-06 22:00:00,-2.2,-4.7,0,1014,82.94,1.0
2023-01-06 23:00:00,-2.2,-4.7,0,1014,82.82000000000001,1.0
2023-01-07 00:00:00,-2.2,-4.7,0,1014,82.77,1.0
2023-01-07 01:00:00,-2.3000000000000003,-4.6000000000000005,0,1013,84.04,1.0
2023-01-07 02:00:00,-2.3000000000000003,-4.5,0,1013,84.94,1.0
2023-01-07 03:00:00,-2.4000000000000004,-4.4,0,1013,85.92,1.0
2023-01-07 04:00:00,-2.5,-4.5,0,1013,86.2,1.0
2023-01-07 05:00:00,-2.7,-4.6000000000000005,0,1013,86.71000000000001,1.0
2023-01-07 06:00:00,-2.7,-4.7,0,1013,86.22,0.9
2023-01-07 07:00:00,-2.7,-4.800000000000001,0,1013,85.72,0.9
2023-01-07 08:00:00,-2.7,-4.7,0,1013,85.95,0.9
2023-01-07 09:00:00,-1.7000000000000002,-4.3,57,1013,82.61,0.9
2023-01-07 10:00:00,-1.1,-4.2,119,1013,79.61,0.9
2023-01-07 11:00:00,-0.7000000000000001,-3.9,197,1012,78.7,0.9
2023-01-07 12:00:00,-0.3,-3.5,232,1011,79.23,0.9
2023-01-07 13:00:00,0.1,-2.9000000000000004,228,1011,80.37,0.9
2023-01-07 14:00:00,0.2,-2.4000000000000004,47,1010,82.84,0.9
2023-01-07 15:00:00,0.1,-1.8,39,1010,87.28,1.0
2023-01-07 16:00:00,-0.4,-1.8,19,1010,90.44,1.0
2023-01-07 17:00:00,-0.4,-1.5,0,1010,92.1,1.0
2023-01-07 18:00:00,-0.3,-1.2000000000000002,0,1010,93.5,0.9
2023-01-07 19:00:00,-0.3,-1.0,0,1010,94.79,0.9
2023-01-07 20:00:00,-0.4,-1.2000000000000002,0,1010,94.41,0.8
2023-01-07 21:00:00,-0.8,-2.0,0,1010,91.35,0.7000000000000001
